App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
"All Football GO- Live Score, Games",I like,Neutral,0.0,0.0
"All Football GO- Live Score, Games",Ok,Positive,0.5,0.5
"All Football GO- Live Score, Games","I like app,,,, wonderful,,, I miss sports even wen away,",Positive,1.0,1.0
"All Football GO- Live Score, Games",Like,Neutral,0.0,0.0
"All Football GO- Live Score, Games",Nice Thank ur good work,Positive,0.6499999999999999,0.8
"All Football GO- Live Score, Games",All thanks,Positive,0.2,0.2
"All Football GO- Live Score, Games",Very good.,Positive,0.9099999999999999,0.7800000000000001
"All Football GO- Live Score, Games",Good live score,Positive,0.41818181818181815,0.55
"All Football GO- Live Score, Games",Nice,Positive,0.6,1.0
All Language Translator Free,"I like write translate word phrase language. But, need online... Also choose language country... You're actually free choose want font size, country, language more... This really great translations...",Positive,0.5666666666666668,0.6833333333333332
All Language Translator Free,It's rubbish translate romanian English speaker ways says speak,Neutral,0.0,0.0
All Language Translator Free,nan,nan,nan,nan
All Language Translator Free,"To frank,it still new me.",Positive,0.13636363636363635,0.45454545454545453
All Language Translator Free,Can't translate Assamese nicely,Positive,0.6,1.0
All Language Translator Free,"I like translator much helps lot, thanks.",Positive,0.2,0.2
All Language Translator Free,I downloaded app.. currently working good..,Positive,0.35,0.5
All Language Translator Free,"I""m yet. But things look good",Positive,0.7,0.6000000000000001
All Language Translator Free,I like much,Positive,0.2,0.2
All Language Translator Free,It Works nicely. Is possible add camera input device addition keyboard ?,Neutral,0.0,1.0
All Language Translator Free,ASSAMESE LANGUAGE WAS NOT TRANSLET WELL,Neutral,0.0,0.0
All Language Translator Free,I like much,Positive,0.2,0.2
All Language Translator Free,nan,nan,nan,nan
All Language Translator Free,"It's helpful me, I love those",Positive,0.5,0.6
All Language Translator Free,"A nice app, sometimes takes time translate",Positive,0.6,1.0
All Language Translator Free,A great enabler master basics various languages,Positive,0.4,0.625
All Language Translator Free,It helpful (thanks ),Positive,0.2,0.2
All Language Translator Free,It makes learn language easier,Neutral,0.0,0.0
All Language Translator Free,It helps learn different types language,Neutral,0.0,0.6
All Language Translator Free,nan,nan,nan,nan
All Language Translator Free,"You'r smart correctly ,,,I love ❤",Positive,0.35714285714285715,0.6214285714285714
All Language Translator Free,good help twice,Positive,0.7,0.6000000000000001
All Language Translator Free,nan,nan,nan,nan
All Language Translator Free,Super,Positive,0.3333333333333333,0.6666666666666666
All Language Translator Free,It's nice,Positive,0.6,1.0
All Language Translator Free,It's awesome app...and cost much data♡♡♡☆☆☆☆,Positive,0.6,0.6
All Language Translator Free,nice and helpful,Positive,0.6,1.0
All Language Translator Free,Very nice useful,Positive,0.54,0.5
All Language Translator Free,nan,nan,nan,nan
All Language Translator Free,nan,nan,nan,nan
All Language Translator Free,nan,nan,nan,nan
All Language Translator Free,I loving,Positive,0.6,0.95
All Language Translator Free,nan,nan,nan,nan
All Language Translator Free,5 levels,Neutral,0.0,0.0
All Language Translator Free,nan,nan,nan,nan
All Language Translator Free,nan,nan,nan,nan
All Language Translator Free,Great,Positive,0.8,0.75
All Language Translator Free,Too good,Positive,0.7,0.6000000000000001
All Language Translator Free,Good,Positive,0.7,0.6000000000000001
All Language Translator Free,Amazing,Positive,0.6000000000000001,0.9
All Maths Formulas,OMG THIS IS THE BEST EVER!!!!!! Cuz last time I performed poorly maths... I lost scholar badge math!!! BUT studying hard using math study books I got scholar badge!!!!!Thank much!!!,Positive,0.06354166666666666,0.3416666666666667
All Maths Formulas,Hey hi cool r many inappropriate bad ads could divert us pls remove kind ads,Positive,0.18750000000000003,0.6791666666666666
All Maths Formulas,nan,nan,nan,nan
All Maths Formulas,Very important ssc student get know mathematics.,Positive,0.52,1.0
All Maths Formulas,"Wow, best I've ever see, thank much wonderful app, Don't need hard bound book.............(Sorry ugly English)",Positive,0.18472222222222223,0.6402777777777777
All Maths Formulas,I second math subject This nice,Positive,0.14444444444444446,0.4444444444444444
All Maths Formulas,nan,nan,nan,nan
All Maths Formulas,For super great I'm student I really like math help I learned math fun enjoyable,Positive,0.42666666666666664,0.4833333333333333
All Maths Formulas,This freaking trashhh,Neutral,0.0,0.0
All Maths Formulas,missed sin2A tanA form,Neutral,0.0,0.0
All Maths Formulas,Yay thank much I math contest contestant studying hard thanks much,Positive,0.07708333333333334,0.28541666666666665
All Maths Formulas,nan,nan,nan,nan
All Maths Formulas,Very bad,Negative,-0.9099999999999998,0.8666666666666667
All Maths Formulas,Disagreeable nsfw ads,Neutral,0.0,0.0
All Maths Formulas,nan,nan,nan,nan
All Maths Formulas,This maths formulas I want,Neutral,0.0,0.0
All Maths Formulas,After osm students. I love,Positive,0.5,0.6
All Maths Formulas,I love APK educational,Positive,0.375,0.425
All Maths Formulas,nan,nan,nan,nan
All Maths Formulas,This best regards interested mathematics,Positive,0.625,0.4
All Maths Formulas,nan,nan,nan,nan
All Maths Formulas,nan,nan,nan,nan
All Maths Formulas,"Osom app,, I learned something app,,, thanks creating",Positive,0.2,0.2
All Maths Formulas,Best hardworking chaps,Positive,1.0,0.3
All Maths Formulas,Very useful,Positive,0.39,0.0
All Maths Formulas,Helped studying many formulas,Positive,0.5,0.5
All Maths Formulas,ok,Positive,0.5,0.5
All Maths Formulas,I think good,Positive,0.7,0.6000000000000001
All Maths Formulas,It's right.,Positive,0.2857142857142857,0.5357142857142857
All Maths Formulas,Super,Positive,0.3333333333333333,0.6666666666666666
All Maths Formulas,shoulders,Neutral,0.0,0.0
All Maths Formulas,Wow,Positive,0.1,1.0
All Maths Formulas,huh,Neutral,0.0,0.0
All Maths Formulas,This best students,Positive,1.0,0.3
All Maths Formulas,Best learning,Positive,1.0,0.3
All Maths Formulas,I love,Positive,0.5,0.6
All Maths Formulas,This great,Positive,0.8,0.75
All Maths Formulas,Best maths,Positive,1.0,0.3
All Maths Formulas,Excellent,Positive,1.0,1.0
All Maths Formulas,Thanks,Positive,0.2,0.2
All Mental disorders,"I absolutely recommend! I thought genius knew figuring undiagnosed disorder, wrong! You guys went lengths every little detail w/ disorders I even know exsisted! Thank you, Robert Erron!!!",Negative,-0.277587890625,0.7666666666666666
All Mental disorders,"The much needed idea... However, missing vital information including many well known mental disorders. The makers basically summarizing DSM 5 running medical authorities indeneondant consulting neuropsychologist.",Positive,0.08333333333333333,0.22499999999999998
All Mental disorders,nan,nan,nan,nan
All Mental disorders,"I intellectual excuse unedited grammar The list diagnoses includes erectile dysfunction physical diagnoses . It fact mental health diagnoses schizophrenia, add bipolar often misdiagnosed ,requiring science technlogically develop future physical tests confirm often misdiagnosed diagnoses. For example, ADD misdiagnosed scientist discovered sleep studies disorders. I personally think bad may influence people act experts.",Negative,-0.06874999999999998,0.25342261904761904
All Mental disorders,"Quickly: 1 At is/does is/does, nice indeed! 2. It Does seem Wikipedia sourced, I would caution lay person NOT put total stock unless cross document. For professional field wide experience enough education able pick weeds make handy compendium. So bloviateth He!",Positive,0.25925925925925924,0.5305555555555556
All Mental disorders,Facts backed studies... Not bunch opinions. Yay,Neutral,0.0,0.0
All Mental disorders,nan,nan,nan,nan
All Mental disorders,"And moms like,so ""WE"" decided would ""YOUR"" best interest If put somewhere Where could get help need' And I go, 'Wait, talking about, ""WE"" decided? ""MY"" best interest? know what's ""MY"" best interest is'' How say ""MY"" best interest is' What trying say, I'm crazy' When I went schools, I went churches I went institutional learning facilities' So say I'M that's crazy'? I'm crazy...your that's crazy!.",Positive,0.2928571428571428,0.5571428571428572
All Mental disorders,This Mental disorders best have..Reason insight need understand family also friends get help deserve live better life decision make..,Positive,0.3840909090909091,0.375
All Mental disorders,"Very useful pinch. Not specifically DSM, includes DSM criteria presented descriptive applicable way.",Positive,0.39,0.0
All Mental disorders,"I'm even kidding, informative I've found. Detailed factual words understand. I love !!!!",Positive,0.7,0.675
All Mental disorders,Info clear favorites folder prognosis mentality OCD. I journal transcribe medical illnesses alphabetical order keeps secure high societies aristocracy kleptomania.,Positive,0.165,0.3808333333333333
All Mental disorders,Extremely helpful... clearly defined girl friend's problem.... I something,Negative,-0.01249999999999999,0.6916666666666667
All Mental disorders,"Oh hell yeah! This extremely useful read mental disorders! Why would Sophomore high school need something psychology, ask? Well, I dream, dream become psychiatrist! *fist pumps air*",Positive,0.125,0.24666666666666667
All Mental disorders,I uninstall app. It's bad things,Negative,-0.6999999999999998,0.6666666666666666
All Mental disorders,"The thing I suggest add bookmarking system, students like.",Neutral,0.0,0.0
All Mental disorders,Love app. There lot useful information I looking for. Can make I highlight certain things.,Positive,0.33809523809523806,0.3904761904761904
All Mental disorders,Long articles. Focus Essentials. An really help someone. Excellent! Thanks!,Positive,0.35,0.45
All Mental disorders,nan,nan,nan,nan
All Mental disorders,Why Trichotillomania disorders like mentioned App?,Neutral,0.0,0.0
All Mental disorders,Tells every thing want know brilliant handy,Positive,0.75,0.95
All Mental disorders,"Awful. Slanted information, jet lag thrown mental disorders.....awful.",Negative,-0.55,0.6
All Mental disorders,This good reading! I'm interested fascinating functions normal human mind...enlightening educational! LOVE IT*,Positive,0.3982142857142857,0.5071428571428572
All Mental disorders,nan,nan,nan,nan
All Mental disorders,"Chunking info topic right average joe digest, basically clinically-simplifiied dictionary! Cheers!",Positive,0.02566964285714285,0.46785714285714286
All Mental disorders,I multiple disorders .this grest,Neutral,0.0,0.0
All Mental disorders,Did contain mental disorders looking wise fine guess,Positive,0.33888888888888885,0.5333333333333333
All Mental disorders,"Great app, full useful information.",Positive,0.48333333333333334,0.43333333333333335
All Mental disorders,I fit 60% definitions I love depth analysis disorders,Positive,0.45,0.5
All Mental disorders,nan,nan,nan,nan
All Mental disorders,nan,nan,nan,nan
All Mental disorders,It needs upgrading. The content shallow,Negative,-0.3333333333333333,0.5
All Mental disorders,nan,nan,nan,nan
All Mental disorders,Wow I wanted learn taught me!! So much info.. great,Positive,0.3854166666666667,0.65
All Mental disorders,nan,nan,nan,nan
All Mental disorders,I got there's comment,Neutral,0.0,0.0
All Mental disorders,Good research spare time.,Positive,0.7,0.6000000000000001
All Mental disorders,Very full .thanks,Positive,0.45499999999999996,0.7150000000000001
All Mental disorders,Perfect app. Thanks.,Positive,0.6,0.6
All Mental disorders,Very informative date.,Positive,0.2,0.3
All Mental disorders,"I absolutely recommend! I thought genius knew figuring undiagnosed disorder, wrong! You guys went lengths every little detail w/ disorders I even know exsisted! Thank you, Robert Erron!!!",Negative,-0.277587890625,0.7666666666666666
All Mental disorders,"The much needed idea... However, missing vital information including many well known mental disorders. The makers basically summarizing DSM 5 running medical authorities indeneondant consulting neuropsychologist.",Positive,0.08333333333333333,0.22499999999999998
All Mental disorders,"Removed soon I saw source... Wikipedia! Not valid source! Anyone edit/change something Wikipedia. Also, ""mental disorders"" NOT mental disorders.",Negative,-0.025,0.2
All Mental disorders,"I intellectual excuse unedited grammar The list diagnoses includes erectile dysfunction physical diagnoses . It fact mental health diagnoses schizophrenia, add bipolar often misdiagnosed ,requiring science technlogically develop future physical tests confirm often misdiagnosed diagnoses. For example, ADD misdiagnosed scientist discovered sleep studies disorders. I personally think bad may influence people act experts.",Negative,-0.06874999999999998,0.25342261904761904
All Mental disorders,nan,nan,nan,nan
All Mental disorders,Facts backed studies... Not bunch opinions. Yay,Neutral,0.0,0.0
All Mental disorders,nan,nan,nan,nan
All Mental disorders,"And moms like,so ""WE"" decided would ""YOUR"" best interest If put somewhere Where could get help need' And I go, 'Wait, talking about, ""WE"" decided? ""MY"" best interest? know what's ""MY"" best interest is'' How say ""MY"" best interest is' What trying say, I'm crazy' When I went schools, I went churches I went institutional learning facilities' So say I'M that's crazy'? I'm crazy...your that's crazy!.",Positive,0.2928571428571428,0.5571428571428572
All Mental disorders,This Mental disorders best have..Reason insight need understand family also friends get help deserve live better life decision make..,Positive,0.3840909090909091,0.375
All Mental disorders,"Very useful pinch. Not specifically DSM, includes DSM criteria presented descriptive applicable way.",Positive,0.39,0.0
All Mental disorders,"I'm even kidding, informative I've found. Detailed factual words understand. I love !!!!",Positive,0.7,0.675
All Mental disorders,nan,nan,nan,nan
All Mental disorders,Extremely helpful... clearly defined girl friend's problem.... I something,Negative,-0.01249999999999999,0.6916666666666667
All Mental disorders,"Oh hell yeah! This extremely useful read mental disorders! Why would Sophomore high school need something psychology, ask? Well, I dream, dream become psychiatrist! *fist pumps air*",Positive,0.125,0.24666666666666667
All Mental disorders,I uninstall app. It's bad things,Negative,-0.6999999999999998,0.6666666666666666
All Mental disorders,nan,nan,nan,nan
All Mental disorders,Love app. There lot useful information I looking for. Can make I highlight certain things.,Positive,0.33809523809523806,0.3904761904761904
All Mental disorders,Long articles. Focus Essentials. An really help someone. Excellent! Thanks!,Positive,0.35,0.45
All Mental disorders,nan,nan,nan,nan
All Mental disorders,Why Trichotillomania disorders like mentioned App?,Neutral,0.0,0.0
All Mental disorders,Tells every thing want know brilliant handy,Positive,0.75,0.95
All Mental disorders,"Awful. Slanted information, jet lag thrown mental disorders.....awful.",Negative,-0.55,0.6
All Mental disorders,This good reading! I'm interested fascinating functions normal human mind...enlightening educational! LOVE IT*,Positive,0.3982142857142857,0.5071428571428572
All Mental disorders,I didnt give 5 stars I think ad favorites mark important feature. Please consider putting it.,Positive,0.4,1.0
All Mental disorders,"Chunking info topic right average joe digest, basically clinically-simplifiied dictionary! Cheers!",Positive,0.02566964285714285,0.46785714285714286
All Mental disorders,I multiple disorders .this grest,Neutral,0.0,0.0
All Mental disorders,nan,nan,nan,nan
All Mental disorders,"Great app, full useful information.",Positive,0.48333333333333334,0.43333333333333335
All Mental disorders,I fit 60% definitions I love depth analysis disorders,Positive,0.45,0.5
All Mental disorders,Add illness...i need,Neutral,0.0,0.0
All Mental disorders,Very informative. Intresting read,Positive,0.2,0.3
All Mental disorders,nan,nan,nan,nan
All Mental disorders,helps understand things really puzzling,Positive,0.2,0.2
All Mental disorders,Wow I wanted learn taught me!! So much info.. great,Positive,0.3854166666666667,0.65
All Mental disorders,"Really good app, I learned lot",Positive,0.7,0.6000000000000001
All Mental disorders,I got there's comment,Neutral,0.0,0.0
All Mental disorders,Good research spare time.,Positive,0.7,0.6000000000000001
All Mental disorders,Very full .thanks,Positive,0.45499999999999996,0.7150000000000001
All Mental disorders,Perfect app. Thanks.,Positive,0.6,0.6
All Mental disorders,Very informative date.,Positive,0.2,0.3
All Social Networks,"What TOTAL waste time. CONSTANTLY plugging apps... again. Admittedly I started once, IMMEDIATELY gave insecure feeling going data, secure would be. And ongoing flogging drove crazy. I immediately removed I feel safe comfortable using it.",Positive,1.3877787807814457e-17,0.5947916666666666
All Social Networks,"This app,is really good People,even though simple thing do,Is basically store bookmarks social media website,but compress less storage People want heavier like fb ETC. basically love app,don't matter simple is,as long help People Support it. Good job!",Positive,0.23645833333333333,0.380952380952381
All Social Networks,clickbait. phony. fake. person created made paid every install designed advertise third party sites apps. disgust me. hope enjoy money cause thatz ever getting dig? peace,Negative,-0.033333333333333326,0.5
All Social Networks,"The impression I would Facebook & Messenger; although icon Messenger, take Play Store. There also seems setting open links default browser.",Neutral,0.0,0.5
All Social Networks,It's horrible tap tells TO MANY ADS IN ads pop every 2 seconds awful DO NOT GET THE,Negative,-0.5,0.8333333333333334
All Social Networks,nan,nan,nan,nan
All Social Networks,"""I Hate's This Apps disgusting many Ads nonstop showing please remove Play store business I request",Negative,-0.43333333333333335,0.7999999999999999
All Social Networks,Couldn't even check many ads popping every second Snapchat feature either work complicated figure,Neutral,0.0,0.5
All Social Networks,You shameless stupid people create fkingapp always crash says page found. If can't fix better remove it. Go ahead.,Negative,-0.14999999999999997,0.75
All Social Networks,This worst I seen social media nothing worked Facebook weeks behind see present post post messanger never worked!!!!,Negative,-0.3416666666666667,0.44166666666666665
All Social Networks,nan,nan,nan,nan
All Social Networks,All Pop ads flash every 2 minutes intrusive. It's impossible avoid clicking every one.,Negative,-0.6666666666666666,1.0
All Social Networks,Its good app. Its harder like challenges get app.,Positive,0.3,0.30000000000000004
All Social Networks,This work I recommend anyone using waist time space.,Neutral,0.0,0.0
All Social Networks,nan,nan,nan,nan
All Social Networks,This terrible I hate data time boring listen,Negative,-0.9333333333333332,0.9666666666666667
All Social Networks,Having difficulty logging lots ads popped every second :(,Negative,-0.375,0.5
All Social Networks,nan,nan,nan,nan
All Social Networks,It good can't understand neither Samsung ZTE phone CANNOT UPLOAD PHOTOGRAPHS OF ANY KIND OR SHARE ANY PHOTOGRAPHS friends Facebook could please help fix thank,Positive,0.6499999999999999,0.75
All Social Networks,nan,nan,nan,nan
All Social Networks,nan,nan,nan,nan
All Social Networks,"It really stupid , took hours load, ads would pop every second snapchat thing work",Negative,-0.39999999999999997,0.5
All Social Networks,No I want unable upload shight,Negative,-0.5,0.5
All Social Networks,"Too many ads!! I've main screen 4 times backing pop ads, ability sign anything yet due multitude them.",Positive,0.2743055555555555,0.40277777777777773
All Social Networks,I'm. Trying c. Is. It. Better regular f.b cause. Someone has. Hacked. My. Page 2. I. Out. A. Pass. Code. And. They. Still get. I'm. My. Dam. Account,Positive,0.25,0.28846153846153844
All Social Networks,Its good made pay 8$ get Snapchat I pay every time I get I tried get made pay get,Positive,0.7,0.6000000000000001
All Social Networks,It even load ads would pop every second,Neutral,0.0,0.0
All Social Networks,All show pop ads,Neutral,0.0,0.0
All Social Networks,I really disappointed I like,Negative,-0.75,0.75
All Social Networks,"I'm using l love ideas,very funny 1",Positive,0.375,0.8
All Social Networks,The bad thing many ads .whose annoying I like .it's waste time data wasting data application.,Negative,-0.3,0.5166666666666666
All Social Networks,Dumb fb,Negative,-0.375,0.5
All Social Networks,Cant even open able,Positive,0.25,0.5625
All Social Networks,"I love it...it's useful"".thank you!",Positive,0.4375,0.3
All Social Networks,Waste guys loading long time wait time net pls don't install guys,Negative,-0.08333333333333333,0.13333333333333333
All Social Networks,Annoying takes ages load adverts time start app...don't,Negative,-0.8,0.9
All Social Networks,This fairly good app. I'm giving 4 stars I can't create home screen shortcuts. Let feature available next upgrade please,Positive,0.3666666666666667,0.3333333333333333
All Social Networks,Very bad Aap every time u open Aap new advertisement showing,Negative,-0.2578787878787878,0.6070707070707071
All Social Networks,It shows let make poor decision leaves disappointed,Negative,-0.575,0.675
All Social Networks,The allow open social media outlets,Positive,0.016666666666666666,0.2833333333333333
All Video Downloader 2018,I'm using Samsung grand neo plus. work me....is downloading like it.. grand users bothered please,Positive,0.5,1.0
All Video Downloader 2018,nan,nan,nan,nan
All Video Downloader 2018,nan,nan,nan,nan
All Video Downloader 2018,nan,nan,nan,nan
All Video Downloader 2018,nan,nan,nan,nan
All Video Downloader 2018,It's kind... I reason search,Positive,0.6,0.9
All Video Downloader 2018,IT IS GOOD FOR DOWNLOADING VIDEOS,Positive,0.7,0.6000000000000001
All Video Downloader 2018,Best oll hd video,Positive,1.0,0.3
All Video Downloader 2018,videos can't downloaded dissatisfied,Neutral,0.0,0.0
All Video Downloader 2018,nan,nan,nan,nan
All Video Downloader 2018,I love best,Positive,0.75,0.44999999999999996
All Video Downloader 2018,Funny thing happened,Positive,0.25,1.0
All Video Downloader 2018,Videos downloaded.. Very third class app..,Neutral,0.0,0.0
All Video Downloader 2018,No pokies.. Recommended,Neutral,0.0,0.0
All Video Downloader 2018,Mobile hang time,Neutral,0.0,0.0
All Video Downloader 2018,Very bad,Negative,-0.9099999999999998,0.8666666666666667
All Video Downloader 2018,Super cute sweet,Positive,0.3944444444444444,0.7722222222222221
All Video Downloader 2018,Its best,Positive,1.0,0.3
All Video Downloader 2018,I love,Positive,0.5,0.6
All Video Downloader 2018,I love,Positive,0.5,0.6
All Video Downloader 2018,This bad,Negative,-0.6999999999999998,0.6666666666666666
All Video Downloader 2018,: I Failed,Negative,-0.5,0.3
All Video Downloader 2018,Just I want,Neutral,0.0,0.0
All Video Downloader 2018,Every Used,Neutral,0.0,0.0
All Video Downloader 2018,It's nice,Positive,0.6,1.0
All Video Downloader 2018,The good,Positive,0.7,0.6000000000000001
All Video Downloader 2018,I'd give 5 stars I could YouTube.,Neutral,0.0,0.0
All Video Downloader 2018,superb,Positive,1.0,1.0
All Video Downloader 2018,Very good,Positive,0.9099999999999999,0.7800000000000001
All Video Downloader 2018,Good vidmet,Positive,0.7,0.6000000000000001
All Video Downloader 2018,Great,Positive,0.8,0.75
All Video Downloader 2018,Nice,Positive,0.6,1.0
All Video Downloader 2018,Very ok,Positive,0.65,0.65
All Video Downloader 2018,nonsense,Neutral,0.0,0.0
All Video Downloader 2018,Nice,Positive,0.6,1.0
All Video Downloader 2018,Super,Positive,0.3333333333333333,0.6666666666666666
All Video Downloader 2018,This great app! Thank,Positive,1.0,0.75
All Video Downloader 2018,This good thanku,Positive,0.7,0.6000000000000001
All Video Downloader 2018,Super,Positive,0.3333333333333333,0.6666666666666666
All Video Downloader 2018,nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager","The pop-up ads reminders annoying distracting. If going ads, totally cover screen I trying othe apps.",Negative,-0.4,0.825
"All-In-One Toolbox: Cleaner, Booster, App Manager","I wanted deny autostart several applications (eg. Skype lite). Simply, work, starts reboot. (Samsung Galaxy J016 Marsmallow, rooted)",Neutral,0.0,0.17857142857142858
"All-In-One Toolbox: Cleaner, Booster, App Manager",The works well. Been using years. I bought pro version ads. I hate constantly nags review it.,Negative,-0.4,0.6166666666666667
"All-In-One Toolbox: Cleaner, Booster, App Manager",I've using years love it. I'd recommend anyone wants speed phones!,Positive,0.375,0.35
"All-In-One Toolbox: Cleaner, Booster, App Manager",One complaint I beta user get new phone. After new phone seem beta program.,Negative,-0.009090909090909094,0.3696969696969697
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",Nice kicks ass BIG time book hope others like much I do.,Positive,0.26666666666666666,0.43333333333333335
"All-In-One Toolbox: Cleaner, Booster, App Manager",I hate add !,Negative,-1.0,0.9
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",Good app. Collaborative editing messaging would good inclusion.,Positive,0.7,0.6000000000000001
"All-In-One Toolbox: Cleaner, Booster, App Manager",It works,Neutral,0.0,0.0
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",It works,Neutral,0.0,0.0
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",It's awesome!,Positive,1.0,1.0
"All-In-One Toolbox: Cleaner, Booster, App Manager",Working great. Thanks.,Positive,0.5,0.475
"All-In-One Toolbox: Cleaner, Booster, App Manager",Sweet,Positive,0.35,0.65
"All-In-One Toolbox: Cleaner, Booster, App Manager","I originally gave 5 stars. It excellent job keeping phone clean, easy use. However, lately popping inopportune times, interfering operation phone. The last straw cache cleaner popped I received call. I answer call cleaner go away.",Positive,0.31249999999999994,0.6583333333333334
"All-In-One Toolbox: Cleaner, Booster, App Manager","Love place clear junk device allows deselect want clear data for. It great features massive lifesaver. This shows junk places I expect clears touch button. If manually clear areas time I doubt would able without serious messing around anguish, brilliant app.",Positive,0.29629629629629634,0.6435185185185186
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager","I've recommending years I continue recommend until/unless I find something opinion top beneficial uses. I always looking better useful app. PLEASE, ANYONE; FEEL FREE TO INDULGE ME WITH YOUR BETTER IDEAS&INTELLECT... PLEASE...",Positive,0.44000000000000006,0.45999999999999996
"All-In-One Toolbox: Cleaner, Booster, App Manager",Love says I've tried many far best! Free yes ads- bad like SOME trick confuse all-in-one works perfect me!,Positive,0.4,0.6952380952380953
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager","Don't trust guys purchased pro key every year change conditions purchase again. Just gold diggers.!!! There better speedup like BOOT BOOSTER, SPEED BOOSTER, TUNEUP MASTER PRO.",Positive,0.25,0.75
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",Awesome ! Now leave alone! Damn!,Positive,1.0,1.0
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",Well Done App. Appreciated USMC VETERAN RETIRED,Positive,0.1,0.05
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager","Its good online offline work situation, stability good",Positive,0.7,0.6000000000000001
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",nan,nan,nan,nan
"All-In-One Toolbox: Cleaner, Booster, App Manager",Great app!,Positive,1.0,0.75
All-in-One Mahjong 3 FREE,Love I let go lack room phone,Positive,0.5,0.6
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
All-in-One Mahjong 3 FREE,nan,nan,nan,nan
"AllTrails: Hiking, Running & Mountain Bike Trails",nan,nan,nan,nan
